game_id,date,season,time,home_team,away_team,home_score,away_score,venue
11886373,2024-06-21,2024,00:00,Argentina,Canada,2,0,
11886360,2024-06-22,2024,00:00,Peru,Chile,0,0,
11886375,2024-06-22,2024,22:00,Ecuador,Venezuela,1,2,
11886365,2024-06-23,2024,01:00,Mexico,Jamaica,1,0,
11886363,2024-06-23,2024,22:00,USA,Bolivia,2,0,
11886384,2024-06-24,2024,01:00,Uruguay,Panama,3,1,
11886374,2024-06-24,2024,22:00,Colombia,Paraguay,2,1,
11886366,2024-06-25,2024,01:00,Brazil,Costa Rica,0,0,
11886361,2024-06-25,2024,22:00,Peru,Canada,0,1,
11886369,2024-06-26,2024,01:00,Chile,Argentina,0,1,
11886367,2024-06-26,2024,22:00,Ecuador,Jamaica,3,1,
11886387,2024-06-27,2024,01:00,Venezuela,Mexico,1,0,
11886372,2024-06-27,2024,22:00,Panama,USA,2,1,
11886378,2024-06-28,2024,01:00,Uruguay,Bolivia,5,0,
11886362,2024-06-28,2024,22:00,Colombia,Costa Rica,3,0,
11886398,2024-06-29,2024,01:00,Paraguay,Brazil,1,4,
11886396,2024-06-30,2024,00:00,Argentina,Peru,2,0,
11886368,2024-06-30,2024,00:00,Canada,Chile,0,0,
11886370,2024-07-01,2024,00:00,Jamaica,Venezuela,0,3,
11886364,2024-07-01,2024,00:00,Mexico,Ecuador,0,0,
11886397,2024-07-02,2024,01:00,Bolivia,Panama,1,3,
11886376,2024-07-02,2024,01:00,USA,Uruguay,0,1,
11886385,2024-07-03,2024,01:00,Brazil,Colombia,1,1,
11886395,2024-07-03,2024,01:00,Costa Rica,Paraguay,2,1,
8516453,2021-06-13,2021,21:00,Brazil,Venezuela,3,0,
8516452,2021-06-14,2021,00:00,Colombia,Ecuador,1,0,
8516467,2021-06-14,2021,21:00,Argentina,Chile,1,1,
8516469,2021-06-15,2021,00:00,Paraguay,Bolivia,3,1,
8516455,2021-06-17,2021,21:00,Colombia,Venezuela,0,0,
9554793,2021-06-18,2021,00:00,Brazil,Peru,4,0,
8516471,2021-06-18,2021,21:00,Chile,Bolivia,1,0,
8516470,2021-06-19,2021,00:00,Argentina,Uruguay,1,0,
8516459,2021-06-20,2021,21:00,Venezuela,Ecuador,2,2,
8516458,2021-06-21,2021,00:00,Colombia,Peru,1,2,
8516474,2021-06-21,2021,21:00,Uruguay,Chile,1,1,
8516473,2021-06-22,2021,00:00,Argentina,Paraguay,1,0,
8516462,2021-06-23,2021,21:00,Ecuador,Peru,2,2,
9554795,2021-06-24,2021,00:00,Brazil,Colombia,2,1,
8516478,2021-06-24,2021,21:00,Bolivia,Uruguay,0,2,
8516476,2021-06-25,2021,00:00,Chile,Paraguay,0,2,
9554794,2021-06-27,2021,21:00,Brazil,Ecuador,1,1,
8516466,2021-06-27,2021,21:00,Venezuela,Peru,0,1,
9554796,2021-06-29,2021,00:00,Bolivia,Argentina,1,4,
8516481,2021-06-29,2021,00:00,Uruguay,Paraguay,1,0,
8516459,2021-06-20,2021,21:00,Venezuela,Ecuador,2,2,
